leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OL,3,1,0,0,4,0,4
2,OL,6,2,0,0,7,1,6
3,OM,9,3,0,0,6,1,5
4,ASM,10,3,1,0,8,2,6
5,ASM,13,4,1,0,9,2,7
6,ASM,14,4,2,0,10,3,7
7,ASM,17,5,2,0,13,3,10
8,ASM,18,5,3,0,14,4,10
9,ASM,21,6,3,0,16,5,11
10,PSG,24,7,3,0,18,5,13
11,PSG,25,7,4,0,20,7,13
12,PSG,28,8,4,0,24,7,17
13,PSG,31,9,4,0,27,8,19
14,PSG,34,10,4,0,30,8,22
15,PSG,37,11,4,0,34,8,26
16,PSG,37,11,4,1,34,10,24
17,PSG,40,12,4,1,39,10,29
18,PSG,43,13,4,1,42,11,31
19,PSG,44,13,5,1,44,13,31
20,PSG,47,14,5,1,46,14,32
21,PSG,50,15,5,1,51,14,37
22,PSG,51,15,6,1,52,15,37
23,PSG,54,16,6,1,54,15,39
24,PSG,55,16,7,1,55,16,39
25,PSG,58,17,7,1,58,16,42
26,PSG,61,18,7,1,62,18,44
27,PSG,64,19,7,1,64,18,46
28,PSG,67,20,7,1,67,18,49
29,PSG,70,21,7,1,69,18,51
30,PSG,73,22,7,1,70,18,52
31,PSG,76,23,7,1,71,18,53
32,PSG,79,24,7,1,74,18,56
33,PSG,79,24,7,2,74,19,55
34,PSG,82,25,7,2,75,19,56
35,PSG,83,25,8,2,76,20,56
36,PSG,83,25,8,3,77,22,55
37,PSG,86,26,8,3,80,23,57
38,PSG,89,27,8,3,84,23,61
