leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,3,1,0,0,1,0,1
2,SDR,3,1,0,1,3,3,0
3,ASSE,6,2,0,1,2,1,1
4,SDR,7,2,1,1,4,3,1
5,SDR,8,2,2,1,4,3,1
6,SCB,11,3,2,1,5,3,2
7,OGCN,11,3,2,2,10,9,1
8,SRFC,12,3,3,2,8,7,1
9,FCN,13,4,1,4,12,8,4
10,ASSE,16,5,1,4,15,13,2
11,ASSE,17,5,2,4,17,15,2
12,SCB,18,5,3,4,14,17,-3
13,SDR,19,4,7,2,15,12,3
14,FCN,20,6,2,6,17,11,6
15,EAG,22,6,4,5,18,15,3
16,FCGB,24,6,6,4,22,18,4
17,FCN,26,8,2,7,20,13,7
18,FCN,26,8,2,8,21,15,6
19,SDR,29,7,8,4,23,21,2
20,FCGB,31,8,7,5,27,22,5
21,OL,31,8,7,6,32,27,5
22,FCGB,34,9,7,6,29,23,6
23,OL,34,9,7,7,35,29,6
24,FCGB,37,10,7,7,32,27,5
25,SDR,39,10,9,6,30,29,1
26,FCGB,40,11,7,8,34,29,5
27,SDR,42,11,9,7,35,33,2
28,SDR,42,11,9,8,37,36,1
29,SDR,43,11,10,8,38,37,1
30,SDR,43,11,10,9,38,39,-1
31,SDR,44,11,11,9,39,40,-1
32,FCGB,44,11,11,10,39,37,2
33,FCGB,45,11,12,10,40,38,2
34,FCGB,48,12,12,10,45,39,6
35,FCGB,48,12,12,11,46,41,5
36,FCGB,51,13,12,11,47,41,6
37,FCGB,52,13,13,11,48,42,6
38,FCGB,53,13,14,11,49,43,6
