leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,LOSC,1,0,1,0,0,0,0
2,TFC,3,1,0,1,4,4,0
3,FCL,4,1,1,1,2,3,-1
4,TFC,6,2,0,2,5,5,0
5,SMC,6,2,0,3,5,3,2
6,OL,7,2,1,3,7,7,0
7,OGCN,10,3,1,3,7,11,-4
8,ASM,10,3,1,4,7,10,-3
9,SRFC,11,3,2,4,11,13,-2
10,OGCN,14,4,2,4,9,13,-4
11,TFC,14,4,2,5,13,15,-2
12,LOSC,16,4,4,4,9,10,-1
13,OGCN,17,5,2,6,17,19,-2
14,OGCN,18,5,3,6,17,19,-2
15,OGCN,18,5,3,7,17,20,-3
16,LOSC,20,5,5,6,11,14,-3
17,LOSC,21,5,6,6,12,15,-3
18,OGCN,22,6,4,8,21,24,-3
19,OGCN,22,6,4,9,21,26,-5
20,OGCN,25,7,4,9,24,27,-3
21,LOSC,27,7,6,8,17,18,-1
22,EAG,28,9,1,12,26,35,-9
23,SDR,29,8,5,10,27,37,-10
24,SRFC,31,8,7,9,24,31,-7
25,SRFC,31,8,7,10,25,33,-8
26,LOSC,32,8,8,10,21,23,-2
27,SMC,34,9,7,11,42,40,2
28,SDR,35,9,8,11,34,44,-10
29,SCB,36,9,9,11,30,34,-4
30,OGCN,37,10,7,13,33,37,-4
31,SMC,38,10,8,13,46,45,1
32,EAG,39,12,3,17,33,45,-12
33,EAG,40,12,4,17,34,46,-12
34,OGCN,41,11,8,15,38,44,-6
35,SCB,43,11,10,14,35,42,-7
36,FCN,44,11,11,14,28,38,-10
37,OGCN,45,12,9,16,41,51,-10
38,SCB,47,12,11,15,37,46,-9
