leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,1,0,1,0,3,3,0
2,SRFC,3,1,0,1,6,4,2
3,FCN,4,1,1,1,2,2,0
4,ASSE,7,2,1,1,5,6,-1
5,FCL,7,2,1,2,6,4,2
6,SRFC,8,2,2,2,8,8,0
7,OL,10,3,1,3,11,7,4
8,OGCN,13,4,1,3,8,11,-3
9,TFC,14,4,2,3,13,11,2
10,LOSC,15,4,3,3,8,7,1
11,ASM,17,5,2,4,13,12,1
12,FCM,18,5,3,4,13,12,1
13,ASM,19,5,4,4,15,14,1
14,ASM,20,5,5,4,17,16,1
15,SDR,22,6,4,5,16,22,-6
16,ASM,23,6,5,5,19,18,1
17,MHSC,24,7,3,7,18,16,2
18,FCN,27,7,6,5,17,16,1
19,SRFC,28,8,4,7,21,24,-3
20,MHSC,29,8,5,7,23,20,3
21,FCN,31,8,7,6,19,18,1
22,OGCN,31,9,4,9,28,29,-1
23,OGCN,32,9,5,9,28,29,-1
24,OGCN,33,9,6,9,28,29,-1
25,EAG,35,11,2,12,30,36,-6
26,EAG,35,11,2,13,30,38,-8
27,FCN,36,9,9,9,21,26,-5
28,LOSC,38,10,8,10,24,24,0
29,LOSC,41,11,8,10,27,24,3
30,LOSC,41,11,8,11,27,26,1
31,LOSC,44,12,8,11,30,27,3
32,LOSC,47,13,8,11,31,27,4
33,LOSC,50,14,8,11,33,27,6
34,LOSC,50,14,8,12,34,33,1
35,LOSC,53,15,8,12,37,34,3
36,LOSC,53,15,8,13,39,37,2
37,LOSC,53,15,8,14,39,41,-2
38,LOSC,56,16,8,14,43,42,1
