leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,CNFC,1,0,1,0,0,0,0
2,SCB,1,0,1,0,1,1,0
3,SCB,2,0,2,0,2,2,0
4,PAUFC,4,1,1,2,2,3,-1
5,SCB,5,1,2,2,4,6,-2
6,SCB,6,1,3,2,4,6,-2
7,GF38,7,2,1,4,4,10,-6
8,SCB,7,1,4,3,6,9,-3
9,DFCO,10,3,1,5,11,15,-4
10,EAG,11,2,5,3,8,11,-3
11,GF38,14,4,2,5,12,16,-4
12,EAG,14,3,5,4,11,14,-3
13,GF38,15,4,3,6,13,18,-5
14,DFCO,16,5,1,8,14,20,-6
15,QRM,17,4,5,6,13,19,-6
16,SCB,18,4,6,6,14,16,-2
17,VAFC,20,5,5,7,13,22,-9
18,EAG,21,5,6,7,21,26,-5
19,SMC,22,5,7,7,22,21,1
20,DFCO,23,7,2,11,25,29,-4
21,SCB,23,5,8,8,20,21,-1
22,SMC,25,6,7,9,26,26,0
23,ASC,26,5,11,7,27,22,5
24,RAF,29,7,8,9,20,25,-5
25,SMC,29,7,8,10,31,28,3
26,RAF,30,7,9,10,22,28,-6
27,VAFC,31,7,10,10,27,36,-9
28,SCB,33,7,12,9,28,27,1
29,EAG,36,8,12,9,30,36,-6
30,SCB,37,8,13,9,30,28,2
31,SCB,38,8,14,9,31,29,2
32,SCB,39,8,15,9,31,29,2
33,SCB,39,8,15,10,32,31,1
34,SCB,40,8,16,10,33,32,1
35,GF38,42,12,6,17,30,40,-10
36,SCB,43,9,16,11,36,35,1
37,SCB,43,9,16,11,36,35,1
