leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AS MONACO,1,0,1,0,0,0,0
2,AJ AUXERRE,2,0,2,0,3,3,0
3,NANCY,4,1,1,1,3,5,-2
4,FC LORIENT,4,1,1,2,5,6,-1
5,VAFC,6,1,3,1,5,5,0
6,MONTPELLIER,8,2,2,2,3,5,-2
7,AS MONACO,8,1,5,1,7,6,1
8,VAFC,10,2,4,2,8,8,0
9,OGC NICE,13,3,4,2,9,11,-2
10,VAFC,13,3,4,3,11,10,1
11,VAFC,14,3,5,3,12,11,1
12,OGC NICE,16,4,4,4,11,14,-3
13,TOULOUSE FC,18,5,3,5,14,14,0
14,FC LORIENT,18,5,3,6,14,15,-1
15,TOULOUSE FC,21,6,3,6,16,16,0
16,FC LORIENT,21,6,3,7,19,21,-2
17,TOULOUSE FC,24,7,3,7,17,18,-1
18,FC LORIENT,24,7,3,8,22,24,-2
19,FC LORIENT,25,7,4,8,22,24,-2
20,FC LORIENT,25,7,4,9,22,27,-5
21,FC LORIENT,28,8,4,9,24,27,-3
22,FCSM,28,8,4,10,35,27,8
23,VAFC,29,7,8,8,28,25,3
24,BORDEAUX,31,7,10,7,29,30,-1
25,FCSM,32,9,5,11,39,31,8
26,TOULOUSE FC,33,10,3,13,27,29,-2
27,BREST,35,9,8,10,27,30,-3
28,BREST,35,9,8,11,28,32,-4
29,NANCY,36,10,6,13,30,41,-11
30,BREST,38,10,8,12,31,34,-3
31,OGC NICE,39,9,12,10,25,33,-8
32,VAFC,39,8,15,9,37,34,3
33,BREST,41,10,11,12,34,37,-3
34,VAFC,42,9,15,10,40,37,3
35,TOULOUSE FC,44,12,8,15,34,35,-1
36,VAFC,44,9,17,10,41,38,3
37,AJ AUXERRE,46,9,19,9,43,40,3
38,VAFC,48,10,18,10,45,41,4
