leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AC Arles-Avignon,0,0,0,1,1,2,-1
2,BREST,1,0,1,1,1,3,-2
3,BORDEAUX,3,1,0,2,3,4,-1
4,OL,4,1,1,2,3,5,-2
5,AJ AUXERRE,4,0,4,1,5,7,-2
6,OL,5,1,2,3,4,8,-4
7,AJ AUXERRE,5,0,5,2,7,10,-3
8,OL,8,2,2,4,7,11,-4
9,AJ AUXERRE,8,1,5,3,11,11,0
10,NANCY,11,3,2,5,10,16,-6
11,OGC NICE,13,3,4,4,9,14,-5
12,NANCY,14,4,2,6,13,22,-9
13,SM CAEN,14,3,5,5,15,20,-5
14,AS MONACO,14,2,8,4,14,13,1
15,AS MONACO,15,2,9,4,15,14,1
16,AS MONACO,15,2,9,5,15,15,0
17,AS MONACO,15,2,9,6,15,17,-2
18,RC LENS,18,4,6,8,17,30,-13
19,AS MONACO,19,3,10,6,19,20,-1
20,RC LENS,22,5,7,8,21,33,-12
21,OGC NICE,23,5,8,8,14,22,-8
22,SM CAEN,24,6,6,10,22,31,-9
23,AJ AUXERRE,25,4,13,6,28,29,-1
24,OGC NICE,26,6,8,10,15,27,-12
25,AJ AUXERRE,26,4,14,7,29,33,-4
26,NANCY,29,8,5,13,27,41,-14
27,AS MONACO,29,5,14,8,26,28,-2
28,AJ AUXERRE,32,6,14,8,32,34,-2
29,AJ AUXERRE,33,6,15,8,32,34,-2
30,SM CAEN,35,9,8,13,33,43,-10
31,AS MONACO,35,7,14,10,31,32,-1
32,NANCY,38,10,8,14,32,44,-12
33,OGC NICE,39,9,12,12,27,41,-14
34,OGC NICE,40,9,13,12,27,41,-14
35,AS MONACO,40,8,16,11,34,37,-3
36,NANCY,42,11,9,16,37,48,-11
37,NANCY,45,12,9,16,39,48,-9
38,OGC NICE,46,11,13,14,33,48,-15
