leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,MONTPELLIER,3,1,0,0,1,0,1
2,OGC NICE,4,1,1,0,2,1,1
3,MONTPELLIER,5,1,2,0,1,0,1
4,SM CAEN,7,2,1,1,5,5,0
5,SM CAEN,8,2,2,1,6,6,0
6,LOSC,10,2,4,0,7,3,4
7,OM,11,3,2,2,13,9,4
8,FCSM,13,4,1,3,16,9,7
9,LOSC,14,3,5,1,12,8,4
10,MONTPELLIER,17,5,2,3,10,9,1
11,MONTPELLIER,18,5,3,3,11,10,1
12,ASSE,18,5,3,4,16,14,2
13,OM,20,5,5,3,20,14,6
14,BREST,22,6,4,4,14,10,4
15,MONTPELLIER,24,7,3,5,13,16,-3
16,BREST,25,7,4,5,19,14,5
17,BREST,26,7,5,5,19,14,5
18,ASSE,28,7,7,4,25,19,6
19,ASSE,29,7,8,4,26,20,6
20,TOULOUSE FC,30,9,3,8,22,20,2
21,MONTPELLIER,33,9,6,6,19,21,-2
22,OL,35,9,8,5,30,23,7
23,ASSE,35,9,8,6,32,28,4
24,MONTPELLIER,37,10,7,7,21,23,-2
25,MONTPELLIER,38,10,8,7,21,23,-2
26,MONTPELLIER,38,10,8,8,21,24,-3
27,MONTPELLIER,39,10,9,8,23,26,-3
28,ASSE,39,10,9,9,35,33,2
29,MONTPELLIER,42,11,9,9,25,30,-5
30,MONTPELLIER,43,11,10,9,26,31,-5
31,ASSE,44,11,11,9,40,37,3
32,BORDEAUX,44,10,14,8,40,35,5
33,FC LORIENT,47,12,11,10,42,39,3
34,FCSM,49,14,7,13,52,40,12
35,FCSM,52,15,7,13,55,40,15
36,FCSM,52,15,7,14,55,41,14
37,FCSM,55,16,7,14,57,42,15
38,RENNES,56,15,11,12,38,35,3
