leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OGC NICE,3,1,0,0,2,1,1
2,TOULOUSE FC,4,1,1,0,2,1,1
3,BREST,5,1,2,0,3,2,1
4,FC NANTES,7,2,1,1,4,3,1
5,ANGERS SCO,9,3,0,2,9,9,0
6,FC NANTES,10,3,1,2,6,5,1
7,OGC NICE,12,4,0,3,11,11,0
8,BORDEAUX,12,3,3,2,12,9,3
9,MONTPELLIER,14,4,2,3,9,7,2
10,LOSC,15,4,3,3,14,11,3
11,OM,16,4,4,3,12,15,-3
12,REIMS,18,5,3,4,9,6,3
13,MONTPELLIER,19,5,4,4,14,10,4
14,MONTPELLIER,20,5,5,4,14,10,4
15,FC NANTES,23,7,2,6,14,14,0
16,MONTPELLIER,24,6,6,4,20,14,6
17,OL,25,7,4,6,28,16,12
18,BORDEAUX,26,7,5,6,28,21,7
19,AS MONACO,28,8,4,7,32,30,2
20,OL,29,8,5,7,31,19,12
21,LOSC,31,9,4,8,24,24,0
22,REIMS,32,8,8,6,21,15,6
23,REIMS,33,8,9,6,22,16,6
24,AS MONACO,35,10,5,9,40,40,0
25,STRASBOURG,37,11,4,10,32,29,3
26,OL,37,10,7,9,40,26,14
27,AS MONACO,40,11,7,9,43,42,1
28,OL,40,11,7,10,42,27,15
