leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,RENNES,3,1,0,0,1,0,1
2,PARIS SG,3,1,0,1,4,2,2
3,REIMS,4,1,1,1,2,1,1
4,OM,7,2,1,1,3,3,0
5,OL,8,2,2,1,12,4,8
6,BORDEAUX,9,2,3,1,9,7,2
7,REIMS,11,3,2,2,6,2,4
8,RENNES,12,3,3,2,8,6,2
9,OM,13,3,4,2,10,11,-1
10,MONTPELLIER,14,4,2,4,9,8,1
11,BORDEAUX,15,4,3,4,15,14,1
12,RENNES,18,5,3,4,14,12,2
13,BORDEAUX,19,5,4,4,18,15,3
14,REIMS,20,5,5,4,10,7,3
15,OL,22,6,4,5,24,15,9
16,ANGERS SCO,24,7,3,6,19,21,-2
17,REIMS,25,6,7,4,15,10,5
18,OL,25,7,4,7,28,17,11
19,ANGERS SCO,28,8,4,7,22,24,-2
20,REIMS,29,7,8,5,17,13,4
21,STRASBOURG,30,9,3,9,26,26,0
22,OGC NICE,32,9,5,8,32,30,2
23,OGC NICE,33,9,6,8,33,31,2
24,BORDEAUX,34,9,7,8,33,26,7
25,REIMS,36,9,9,7,23,19,4
26,REIMS,37,9,10,7,24,20,4
27,REIMS,38,9,11,7,25,21,4
28,MONTPELLIER,40,11,7,10,35,34,1
