leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,REIMS,3,1,0,0,2,0,2
2,FC METZ,4,1,1,0,4,1,3
3,LOSC,6,2,0,1,5,2,3
4,ANGERS SCO,9,3,0,1,8,7,1
5,OM,10,3,1,1,7,6,1
6,RENNES,11,3,2,1,7,4,3
7,FC NANTES,13,4,1,2,7,5,2
8,LOSC,14,4,2,2,11,7,4
9,BORDEAUX,15,4,3,2,15,10,5
10,OM,16,4,4,2,12,11,1
11,REIMS,18,5,3,3,9,4,5
12,OM,19,5,4,3,14,16,-2
13,ANGERS SCO,21,6,3,4,17,16,1
14,BORDEAUX,22,6,4,4,20,16,4
15,ANGERS SCO,24,7,3,5,19,19,0
16,BORDEAUX,26,7,5,4,27,17,10
17,LOSC,28,8,4,5,21,15,6
18,LOSC,31,9,4,5,23,16,7
19,LOSC,31,9,4,6,24,21,3
20,FC NANTES,32,10,2,8,19,18,1
21,MONTPELLIER,33,9,6,6,30,21,9
22,LOSC,34,10,4,8,26,25,1
23,LOSC,37,11,4,8,27,25,2
24,LOSC,40,12,4,8,29,25,4
25,LOSC,40,12,4,9,30,27,3
26,LOSC,43,13,4,9,33,27,6
27,LOSC,46,14,4,9,34,27,7
28,LOSC,49,15,4,9,35,27,8
