leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,0,0,0,1,0,2,-2
2,DIJON FCO,0,0,0,2,1,3,-2
3,NÎMES,1,0,1,2,3,7,-4
4,AMIENS SC,3,1,0,3,3,6,-3
5,STRASBOURG,3,0,3,2,3,6,-3
6,FC METZ,4,1,1,4,5,10,-5
7,AS MONACO,6,1,3,3,10,15,-5
8,BREST,8,1,5,2,8,13,-5
9,TOULOUSE FC,9,2,3,4,9,15,-6
10,NÎMES,10,2,4,4,10,12,-2
11,NÎMES,11,2,5,4,10,12,-2
12,TOULOUSE FC,12,3,3,6,15,22,-7
13,DIJON FCO,12,3,3,7,7,14,-7
14,FC METZ,14,3,5,6,12,19,-7
15,DIJON FCO,15,4,3,8,9,16,-7
16,FC METZ,15,3,6,7,13,21,-8
17,FC METZ,15,3,6,8,14,25,-11
18,FC METZ,16,3,7,8,15,26,-11
19,FC METZ,17,3,8,8,17,28,-11
20,AMIENS SC,18,4,6,10,23,39,-16
21,AMIENS SC,18,4,6,11,24,41,-17
22,AMIENS SC,19,4,7,11,24,41,-17
23,NÎMES,21,5,6,12,21,36,-15
24,NÎMES,24,6,6,12,24,37,-13
25,DIJON FCO,26,6,8,11,24,31,-7
26,NÎMES,27,7,6,13,26,39,-13
27,NÎMES,27,7,6,14,28,42,-14
28,NÎMES,27,7,6,15,29,44,-15
