leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,AS MONACO,1,0,1,0,2,2,0
2,RENNES,3,1,0,1,2,1,1
3,TOULOUSE FC,5,1,2,0,4,1,3
4,SC BASTIA,6,2,0,2,5,4,1
5,OL,7,2,1,2,8,7,1
6,FC METZ,10,3,1,2,8,8,0
7,OL,10,3,1,3,13,9,4
8,ASSE,12,3,3,2,10,8,2
9,ASSE,13,3,4,2,11,9,2
10,ANGERS SCO,14,4,2,4,10,10,0
11,BORDEAUX,16,4,4,3,13,12,1
12,ASSE,18,4,6,2,14,10,4
13,ASSE,18,4,6,3,14,11,3
14,TOULOUSE FC,19,5,4,5,17,13,4
15,ASSE,22,5,7,3,16,12,4
16,ASSE,22,5,7,4,16,14,2
17,OM,24,6,6,5,18,18,0
18,ASSE,25,6,7,5,18,16,2
19,TOULOUSE FC,26,7,5,7,22,21,1
20,TOULOUSE FC,26,7,5,8,22,22,0
21,BORDEAUX,29,7,8,6,22,27,-5
22,RENNES,30,8,6,8,22,26,-4
23,RENNES,31,8,7,8,23,27,-4
24,EA GUINGAMP,31,8,7,9,28,29,-1
25,TOULOUSE FC,33,9,6,10,31,28,3
26,EA GUINGAMP,34,9,7,10,30,33,-3
27,TOULOUSE FC,35,9,8,10,31,28,3
28,TOULOUSE FC,36,9,9,10,32,29,3
29,RENNES,38,9,11,9,28,33,-5
30,ANGERS SCO,39,11,6,13,31,38,-7
31,FC NANTES,41,11,8,12,30,45,-15
32,TOULOUSE FC,41,10,11,11,33,33,0
33,RENNES,43,10,13,10,31,37,-6
34,RENNES,44,10,14,10,32,38,-6
35,RENNES,44,10,14,11,32,39,-7
36,EA GUINGAMP,47,13,8,15,44,49,-5
37,RENNES,50,12,14,11,34,39,-5
38,RENNES,50,12,14,12,36,42,-6
