leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SCO,3,1,0,0,1,0,1
2,PSG,4,1,1,0,1,0,1
3,PSG,6,2,0,1,3,2,1
4,PSG,7,2,1,1,5,4,1
5,PSG,8,2,2,1,6,4,2
6,PSG,9,2,3,1,7,3,4
7,PSG,12,4,0,3,8,10,-2
8,PSG,14,4,2,2,20,11,9
9,PSG,15,4,3,2,11,7,4
10,PSG,16,4,4,2,14,12,2
11,PSG,17,5,2,4,26,17,9
12,PSG,19,6,1,5,11,12,-1
13,PSG,20,5,5,3,22,18,4
14,PSG,22,7,1,6,17,19,-2
15,PSG,24,6,6,3,21,21,0
16,PSG,25,8,1,7,20,20,0
17,PSG,25,7,4,6,30,22,8
18,PSG,26,8,2,8,21,22,-1
19,PSG,27,6,9,4,25,21,4
20,PSG,29,9,2,9,23,24,-1
21,PSG,30,9,3,9,22,27,-5
22,PSG,33,10,3,9,24,28,-4
23,PSG,33,8,9,6,31,30,1
24,PSG,35,9,8,7,24,23,1
25,PSG,36,9,9,7,24,23,1
26,PSG,38,9,11,6,34,31,3
27,PSG,39,12,3,12,28,35,-7
28,PSG,41,10,11,7,26,24,2
29,PSG,42,12,6,11,33,32,1
30,PSG,43,13,4,13,32,39,-7
31,PSG,45,13,6,12,36,34,2
32,PSG,46,11,13,8,29,24,5
33,PSG,49,12,13,8,33,25,8
34,PSG,51,13,12,9,50,45,5
35,PSG,52,13,13,9,51,46,5
36,PSG,52,13,13,10,51,50,1
37,PSG,52,13,13,11,51,52,-1
38,PSG,54,16,6,16,39,52,-13
