leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,PARIS SG,3,1,0,0,1,0,1
2,FC NANTES,4,1,1,0,1,0,1
3,AS MONACO,5,1,2,0,3,2,1
4,FC NANTES,7,2,1,1,2,2,0
5,AS MONACO,8,2,2,1,4,5,-1
6,EA GUINGAMP,9,3,0,3,5,6,-1
7,OGC NICE,11,3,2,2,16,10,6
8,OL,12,3,3,2,10,6,4
9,OGC NICE,14,4,2,3,21,13,8
10,FC NANTES,16,5,1,4,9,11,-2
11,RENNES,17,4,5,2,15,13,2
12,OGC NICE,18,5,3,4,26,17,9
13,RENNES,20,5,5,3,17,14,3
14,RENNES,21,5,6,3,19,16,3
15,RENNES,22,5,7,3,21,18,3
16,OM,22,6,4,6,24,17,7
17,FC LORIENT,25,6,7,4,27,23,4
18,FC LORIENT,25,6,7,5,27,26,1
19,FC LORIENT,26,6,8,5,27,26,1
20,RENNES,28,6,10,4,27,23,4
21,OM,29,7,8,6,31,22,9
22,OM,30,7,9,6,32,23,9
23,ASSE,33,10,3,10,25,27,-2
24,OM,34,8,10,6,34,24,10
25,SM CAEN,36,11,3,11,26,31,-5
26,ANGERS SCO,37,10,7,9,25,24,1
27,RENNES,38,9,11,7,34,32,2
28,ASSE,41,12,5,11,33,32,1
29,FC NANTES,41,10,11,8,27,28,-1
30,ASSE,42,12,6,12,33,34,-1
31,FC NANTES,44,11,11,9,29,30,-1
32,SM CAEN,46,14,4,14,34,42,-8
33,ANGERS SCO,46,12,10,11,35,32,3
34,ANGERS SCO,49,13,10,11,38,33,5
35,ANGERS SCO,50,13,11,11,38,33,5
36,ANGERS SCO,50,13,11,12,38,34,4
37,SM CAEN,51,15,6,16,38,52,-14
38,RENNES,52,13,13,12,52,54,-2
