leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,SB29,0,0,0,1,0,1,-1
2,SRFC,0,0,0,2,0,2,-2
3,MHSC,1,0,1,2,2,4,-2
4,TEGG,1,0,1,3,3,7,-4
5,SRFC,3,1,0,4,5,9,-4
6,SRFC,4,1,1,4,7,11,-4
7,TEGG,5,1,2,4,7,9,-2
8,FCSM,6,2,0,6,7,13,-6
9,FCSM,7,2,1,6,8,14,-6
10,TEGG,8,2,2,6,11,17,-6
11,TEGG,8,2,2,7,11,19,-8
12,FCSM,11,3,2,7,12,19,-7
13,TEGG,12,3,3,7,15,22,-7
14,FCSM,14,4,2,8,13,20,-7
15,FCSM,15,4,3,8,15,22,-7
16,TEGG,16,4,4,8,17,27,-10
17,FCSM,16,4,4,9,16,25,-9
18,FCSM,16,4,4,10,17,27,-10
19,FCSM,16,4,4,11,17,29,-12
20,TEGG,19,5,4,11,22,34,-12
21,SDR,19,4,7,10,17,23,-6
22,SDR,20,4,8,10,18,24,-6
23,SDR,20,4,8,11,19,27,-8
24,FCSM,23,6,5,13,22,34,-12
25,TEGG,23,5,8,12,25,38,-13
26,TEGG,23,5,8,13,25,39,-14
27,TEGG,24,5,9,13,25,39,-14
28,FCSM,27,7,6,15,29,45,-16
29,FCSM,28,7,7,15,30,46,-16
30,SB29,29,8,5,17,29,44,-15
31,ASNL,30,7,9,15,29,47,-18
32,ASNL,31,7,10,15,30,48,-18
33,FCSM,33,8,9,16,34,52,-18
34,FCSM,34,8,10,16,37,55,-18
35,TEGG,34,8,10,17,39,51,-12
36,ASNL,35,8,11,17,35,55,-20
37,ESTAC,37,8,13,16,42,59,-17
38,ASNL,38,9,11,18,38,58,-20
