leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,OM,0,0,0,1,1,3,-2
2,PSG,1,0,1,1,1,4,-3
3,PSG,3,1,0,2,3,5,-2
4,PSG,4,1,1,2,5,6,-1
5,PSG,5,1,2,2,7,7,0
6,PSG,7,2,1,3,4,8,-4
7,PSG,7,2,1,4,10,12,-2
8,PSG,9,2,3,3,4,9,-5
9,PSG,10,2,4,3,10,13,-3
10,PSG,10,2,4,4,13,18,-5
11,PSG,11,2,5,4,10,14,-4
12,PSG,12,3,3,6,16,19,-3
13,PSG,14,3,5,5,11,21,-10
14,PSG,14,3,5,6,11,22,-11
15,PSG,15,3,6,6,13,24,-11
16,PSG,18,4,6,6,14,24,-10
17,PSG,18,4,6,7,20,23,-3
18,PSG,19,4,7,7,17,28,-11
19,PSG,20,4,8,7,21,24,-3
20,PSG,20,4,8,8,22,27,-5
21,PSG,23,5,8,8,23,27,-4
22,PSG,24,5,9,8,23,27,-4
23,PSG,26,6,8,9,22,33,-11
24,PSG,27,6,9,9,23,34,-11
25,PSG,27,6,9,10,24,36,-12
26,PSG,28,6,10,10,25,37,-12
27,PSG,28,6,10,11,26,42,-16
28,PSG,31,7,10,11,27,42,-15
29,PSG,32,7,11,11,28,43,-15
30,PSG,32,7,11,12,28,44,-16
31,PSG,34,9,7,15,36,41,-5
32,PSG,35,8,11,13,30,46,-16
33,PSG,36,8,12,13,30,46,-16
34,PSG,36,8,12,14,30,48,-18
35,PSG,37,8,13,14,32,50,-18
36,PSG,38,8,14,14,32,50,-18
37,PSG,38,8,14,15,34,55,-21
38,PSG,38,9,11,18,31,52,-21
