leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,FC LORIENT,3,1,0,0,1,0,1
2,Evian TG,4,1,1,0,3,2,1
3,RENNES,4,1,1,1,6,6,0
4,LOSC,7,2,1,1,6,5,1
5,FCSM,8,2,2,1,8,7,1
6,RENNES,11,3,2,1,11,9,2
7,FC LORIENT,12,3,3,1,9,6,3
8,FC LORIENT,13,3,4,1,10,7,3
9,RENNES,15,4,3,2,18,14,4
10,FC LORIENT,16,4,4,2,12,9,3
11,FC LORIENT,17,4,5,2,12,9,3
12,FC LORIENT,17,4,5,3,13,12,1
13,FC LORIENT,20,5,5,3,15,12,3
14,FC LORIENT,20,5,5,4,16,14,2
15,FC LORIENT,23,6,5,4,17,14,3
16,OM,24,6,6,4,22,16,6
17,ASSE,27,7,6,4,21,19,2
18,RENNES,29,8,5,5,28,23,5
19,TOULOUSE FC,31,8,7,4,20,17,3
20,ASSE,33,9,6,5,24,21,3
21,TOULOUSE FC,34,9,7,5,22,20,2
22,ASSE,36,10,6,6,28,26,2
23,OM,38,10,8,5,33,23,10
24,RENNES,39,11,6,7,33,29,4
25,TOULOUSE FC,40,11,7,7,27,23,4
26,OL,40,12,4,10,41,34,7
27,OL,43,13,4,10,43,35,8
28,RENNES,44,12,8,8,37,32,5
29,RENNES,44,12,8,9,37,33,4
30,RENNES,45,12,9,9,38,34,4
31,ASSE,47,13,8,10,38,35,3
32,ASSE,50,14,8,10,40,36,4
33,TOULOUSE FC,53,15,8,10,36,30,6
34,TOULOUSE FC,53,15,8,11,36,31,5
35,TOULOUSE FC,54,15,9,11,36,31,5
36,BORDEAUX,55,14,13,9,49,39,10
37,RENNES,57,16,9,12,48,44,4
38,ASSE,57,16,9,13,49,45,4
