leagueMatchNb,teamName,points,wins,draws,loses,goalsFor,goalsAgainst,goalsDiff
1,DIJON FCO,0,0,0,1,1,5,-4
2,DIJON FCO,0,0,0,2,1,7,-6
3,OGC NICE,1,0,1,2,2,5,-3
4,VAFC,1,0,1,3,2,5,-3
5,VAFC,1,0,1,4,3,8,-5
6,OM,3,0,3,3,6,10,-4
7,NANCY,4,0,4,3,5,8,-3
8,NANCY,4,0,4,4,5,9,-4
9,NANCY,5,0,5,4,6,10,-4
10,NANCY,5,0,5,5,7,13,-6
11,AC AJACCIO,7,1,4,6,10,22,-12
12,AC AJACCIO,7,1,4,7,10,24,-14
13,AC AJACCIO,7,1,4,8,10,26,-16
14,AC AJACCIO,8,1,5,8,12,28,-16
15,AC AJACCIO,8,1,5,9,13,31,-18
16,AC AJACCIO,8,1,5,10,15,34,-19
17,AC AJACCIO,9,1,6,10,17,36,-19
18,AC AJACCIO,12,2,6,10,18,36,-18
19,AC AJACCIO,15,3,6,10,20,36,-16
20,AC AJACCIO,18,4,6,10,22,37,-15
21,OGC NICE,18,4,6,11,21,25,-4
22,FCSM,19,4,7,11,22,37,-15
23,FCSM,19,4,7,12,22,38,-16
24,FCSM,20,4,8,12,22,38,-16
25,FCSM,20,4,8,13,22,40,-18
26,FCSM,21,4,9,13,23,41,-18
27,FCSM,24,5,9,13,26,43,-17
28,AJ AUXERRE,24,4,12,12,33,43,-10
29,AJ AUXERRE,24,4,12,13,33,44,-11
30,AJ AUXERRE,27,5,12,13,35,44,-9
31,AJ AUXERRE,27,5,12,14,36,46,-10
32,AJ AUXERRE,28,5,13,14,37,47,-10
33,AJ AUXERRE,28,5,13,15,37,48,-11
34,AJ AUXERRE,31,6,13,15,41,48,-7
35,FCSM,33,8,9,18,35,59,-24
36,AJ AUXERRE,34,7,13,16,45,52,-7
37,AJ AUXERRE,34,7,13,17,45,55,-10
38,AJ AUXERRE,34,7,13,18,46,57,-11
